frequency,channel,power,log_power,patient
20.99609375,O2,9.93924368320288e-13,-12.002646661549198,Healthy
21.240234375,O2,1.057331961050401e-12,-11.975788639732947,Healthy
21.484375,O2,9.572573829205001e-13,-12.018971275438076,Healthy
21.728515625,O2,1.0109973696588975e-12,-11.995249974324048,Healthy
21.97265625,O2,8.66511743918934e-13,-12.062225546874329,Healthy
22.216796875,O2,9.41914622001774e-13,-12.025988461192195,Healthy
22.4609375,O2,9.514388206606826e-13,-12.021619132446537,Healthy
22.705078125,O2,8.163582764730682e-13,-12.088119199890022,Healthy
22.94921875,O2,7.135312366081894e-13,-12.146587009809846,Healthy
23.193359375,O2,7.873633510813673e-13,-12.103824803914026,Healthy
23.4375,O2,7.012776612031196e-13,-12.15410999508202,Healthy
23.681640625,O2,7.857065641029979e-13,-12.104739618572298,Healthy
23.92578125,O2,7.96298112919388e-13,-12.098924313470867,Healthy
24.169921875,O2,6.903046487558446e-13,-12.160959201909082,Healthy
24.4140625,O2,7.50168343857166e-13,-12.12484126646925,Healthy
24.658203125,O2,6.02200653772303e-13,-12.220258777336127,Healthy
24.90234375,O2,6.29896335669945e-13,-12.20073091808758,Healthy
25.146484375,O2,6.89381350001591e-13,-12.161540469841556,Healthy
25.390625,O2,6.687936570761762e-13,-12.174707854453429,Healthy
25.634765625,O2,5.844542673807156e-13,-12.233249466026932,Healthy
25.87890625,O2,6.189310545802375e-13,-12.208357726235151,Healthy
26.123046875,O2,6.811434837658761e-13,-12.166761393749452,Healthy
26.3671875,O2,6.359515482915191e-13,-12.196575971004409,Healthy
26.611328125,O2,6.067959320602195e-13,-12.216957339371334,Healthy
26.85546875,O2,6.553746813926417e-13,-12.183510340408414,Healthy
27.099609375,O2,5.968290000038373e-13,-12.224150082593612,Healthy
27.34375,O2,5.033068101799237e-13,-12.298167193180149,Healthy
27.587890625,O2,5.517104006483441e-13,-12.258288828799904,Healthy
27.83203125,O2,4.913208286022084e-13,-12.308634824395073,Healthy
28.076171875,O2,4.861643780763841e-13,-12.313216865672889,Healthy
28.3203125,O2,4.967467126090564e-13,-12.303864998300623,Healthy
28.564453125,O2,4.832000321367103e-13,-12.315873045502828,Healthy
28.80859375,O2,4.985156601176726e-13,-12.30232119443183,Healthy
29.052734375,O2,4.743429747913335e-13,-12.32390752711018,Healthy
29.296875,O2,4.665684857931024e-13,-12.331084598822098,Healthy
29.541015625,O2,4.56741768965076e-13,-12.34032927041277,Healthy
29.78515625,O2,4.476674804934098e-13,-12.34904445253462,Healthy
30.029296875,O2,4.57940489826719e-13,-12.339190955662284,Healthy
30.2734375,O2,4.652207674568874e-13,-12.332340906603482,Healthy
30.517578125,O2,4.142007032325741e-13,-12.38278916809402,Healthy
30.76171875,O2,4.325703606425113e-13,-12.363943241370324,Healthy
31.005859375,O2,4.744643929844872e-13,-12.323796374407602,Healthy
31.25,O2,5.009166290200375e-13,-12.300234550718615,Healthy
31.494140625,O2,4.558662167695156e-13,-12.341162591202767,Healthy
31.73828125,O2,3.939764132941786e-13,-12.404529777876991,Healthy
31.982421875,O2,4.249030415350875e-13,-12.371710160138592,Healthy
32.2265625,O2,3.771550582497818e-13,-12.423480063328556,Healthy
32.470703125,O2,4.2123698012227813e-13,-12.375473509380983,Healthy
32.71484375,O2,4.335440857614035e-13,-12.362966733875393,Healthy
32.958984375,O2,4.1176727330222933e-13,-12.385348173475768,Healthy
33.203125,O2,3.711160420778066e-13,-12.43049027217968,Healthy
33.447265625,O2,3.692142939267866e-13,-12.432721493850456,Healthy
33.69140625,O2,4.081572554312462e-13,-12.389172479047575,Healthy
33.935546875,O2,4.1738472399860723e-13,-12.37946344986691,Healthy
34.1796875,O2,4.0260622987965494e-13,-12.395119509175572,Healthy
34.423828125,O2,3.587459959055201e-13,-12.445212937549496,Healthy
34.66796875,O2,3.529563000110648e-13,-12.452279061861164,Healthy
34.912109375,O2,3.428372747168323e-13,-12.464911965851003,Healthy
35.15625,O2,3.399525843569582e-13,-12.468581652922875,Healthy
35.400390625,O2,3.820514055805769e-13,-12.417878198193067,Healthy
35.64453125,O2,3.5619986933410893e-13,-12.448306244186323,Healthy
35.888671875,O2,3.416305861216983e-13,-12.46644325393962,Healthy
36.1328125,O2,4.02599216287116e-13,-12.395127074858472,Healthy
36.376953125,O2,4.311077477327745e-13,-12.36541417207222,Healthy
36.62109375,O2,3.8190338856097723e-13,-12.418046488191738,Healthy
36.865234375,O2,3.440318971914093e-13,-12.463401289602851,Healthy
37.109375,O2,3.909965725646373e-13,-12.40782704956779,Healthy
37.353515625,O2,3.330942199450304e-13,-12.477432903387353,Healthy
37.59765625,O2,3.1903563349614905e-13,-12.496160807330028,Healthy
37.841796875,O2,3.5629848952247163e-13,-12.448186018775692,Healthy
38.0859375,O2,3.573103562261356e-13,-12.446954396093435,Healthy
38.330078125,O2,3.483656027012525e-13,-12.457964733384593,Healthy
38.57421875,O2,3.4764110850407666e-13,-12.458868873935485,Healthy
38.818359375,O2,3.3777196726052253e-13,-12.471376396710694,Healthy
39.0625,O2,3.409953734040932e-13,-12.467251513437716,Healthy
39.306640625,O2,2.712896680082561e-13,-12.566566745908313,Healthy
39.55078125,O2,3.0535390260423405e-13,-12.515196525091229,Healthy
39.794921875,O2,2.895372958939928e-13,-12.538295485968655,Healthy
0.0,F7,3.373540254049073e-09,-8.471914103351555,Healthy
0.244140625,F7,2.88359552443302e-08,-7.540065657207135,Healthy
0.48828125,F7,5.944435768288027e-09,-8.225889361288871,Healthy
0.732421875,F7,1.284375213616894e-09,-8.891308084212104,Healthy
0.9765625,F7,6.257087158921148e-10,-9.203627795418058,Healthy
1.220703125,F7,4.5352627251470156e-10,-9.34339754944696,Healthy
1.46484375,F7,3.62931431537408e-10,-9.440175418263657,Healthy
1.708984375,F7,2.5928185063402223e-10,-9.586227882171482,Healthy
1.953125,F7,1.5693736137107438e-10,-9.80427365357218,Healthy
2.197265625,F7,1.3986880873915649e-10,-9.854279123984092,Healthy
2.44140625,F7,1.3879199749063774e-10,-9.857635573836852,Healthy
2.685546875,F7,1.3805578986053448e-10,-9.85994537495914,Healthy
2.9296875,F7,1.2124461981440832e-10,-9.916337523956676,Healthy
3.173828125,F7,9.269309602481512e-11,-10.032952611810035,Healthy
3.41796875,F7,6.4912715001827e-11,-10.187670225938156,Healthy
3.662109375,F7,6.605741834005257e-11,-10.18007840343568,Healthy
3.90625,F7,5.3293974522875946e-11,-10.27332189002392,Healthy
4.150390625,F7,4.5848371244238594e-11,-10.338676087959149,Healthy
4.39453125,F7,3.578882015411053e-11,-10.446252618709892,Healthy
4.638671875,F7,3.0371316319539914e-11,-10.517536384969318,Healthy
4.8828125,F7,2.8053382182594078e-11,-10.552014771673807,Healthy
5.126953125,F7,2.781764426228456e-11,-10.555679651022956,Healthy
5.37109375,F7,2.550156827164008e-11,-10.593433110908146,Healthy
5.615234375,F7,1.956852640818048e-11,-10.708441877300174,Healthy
5.859375,F7,1.3928974465840292e-11,-10.856080857748475,Healthy
6.103515625,F7,1.559939324872179e-11,-10.806892293559423,Healthy
6.34765625,F7,1.5670710561095724e-11,-10.80491131075754,Healthy
6.591796875,F7,1.220511501534484e-11,-10.913458123637678,Healthy
6.8359375,F7,1.0189912299391252e-11,-10.991829553781043,Healthy
7.080078125,F7,9.760474964262465e-12,-11.010529048179686,Healthy
7.32421875,F7,9.880415196448374e-12,-11.00522480503406,Healthy
7.568359375,F7,9.22680101598198e-12,-11.03494884522741,Healthy
7.8125,F7,7.844303572027506e-12,-11.10544560762214,Healthy
8.056640625,F7,7.922112326060115e-12,-11.101159004112713,Healthy
8.30078125,F7,8.545724294838208e-12,-11.068251122654075,Healthy
8.544921875,F7,9.05125036409304e-12,-11.04329142204157,Healthy
8.7890625,F7,1.2333265371101598e-11,-10.90892192381782,Healthy
9.033203125,F7,1.226018553905828e-11,-10.91150295738861,Healthy
9.27734375,F7,1.2939705334798552e-11,-10.888075613383553,Healthy
9.521484375,F7,1.5196210410328668e-11,-10.818264701731424,Healthy
9.765625,F7,1.1480798152130656e-11,-10.94002791846969,Healthy
10.009765625,F7,9.44347406344214e-12,-11.024868208135588,Healthy
10.25390625,F7,6.175334867784861e-12,-11.209339487090494,Healthy
10.498046875,F7,4.937899310061453e-12,-11.306457770121083,Healthy
10.7421875,F7,4.331261950570908e-12,-11.363385549761905,Healthy
10.986328125,F7,3.701685255794885e-12,-11.431600510889051,Healthy
11.23046875,F7,3.2100080995348305e-12,-11.493493871776174,Healthy
11.474609375,F7,2.608017010770905e-12,-11.58368958024846,Healthy
11.71875,F7,2.339265365470095e-12,-11.630920509177454,Healthy
11.962890625,F7,2.3134468966977737e-12,-11.635740464928215,Healthy
12.20703125,F7,1.961260584799266e-12,-11.707464699538846,Healthy
12.451171875,F7,2.2759598128643325e-12,-11.64283541064487,Healthy
12.6953125,F7,1.760607526737503e-12,-11.754337445832247,Healthy
12.939453125,F7,1.7861873044347824e-12,-11.74807300176479,Healthy
13.18359375,F7,1.819302199745312e-12,-11.740095155372504,Healthy
13.427734375,F7,1.9564430265753746e-12,-11.708532794634856,Healthy
13.671875,F7,1.849034877738268e-12,-11.733054896809236,Healthy
13.916015625,F7,1.656054277924318e-12,-11.780925433120755,Healthy
14.16015625,F7,1.6664389564052897e-12,-11.77821059042343,Healthy
14.404296875,F7,1.6417480768599609e-12,-11.784693483771658,Healthy
14.6484375,F7,1.418015892420364e-12,-11.84831890176805,Healthy
14.892578125,F7,1.3946962581246002e-12,-11.855520364278306,Healthy
15.13671875,F7,1.595425754542323e-12,-11.79712340152552,Healthy
15.380859375,F7,1.3446646357297128e-12,-11.87138601678643,Healthy
15.625,F7,1.4798377634333384e-12,-11.82978589427244,Healthy
15.869140625,F7,1.5027610600758634e-12,-11.823110067011156,Healthy
16.11328125,F7,1.4222821320376996e-12,-11.847014245917348,Healthy
16.357421875,F7,1.3865423950284961e-12,-11.858066846861128,Healthy
16.6015625,F7,1.4209188512748173e-12,-11.847430723937336,Healthy
16.845703125,F7,1.4128804431859198e-12,-11.849894586248682,Healthy
17.08984375,F7,1.3965160595224979e-12,-11.8549540656759,Healthy
17.333984375,F7,1.303579095164805e-12,-11.884862612710856,Healthy
17.578125,F7,1.5163584031944856e-12,-11.819198137666126,Healthy
17.822265625,F7,1.5493724772073516e-12,-11.80984416303506,Healthy
18.06640625,F7,1.4739237114298922e-12,-11.831524994470485,Healthy
18.310546875,F7,1.4881915047384502e-12,-11.827341178938193,Healthy
18.5546875,F7,1.2914466496305873e-12,-11.888923530063344,Healthy
18.798828125,F7,1.3672641483317865e-12,-11.864147573888133,Healthy
19.04296875,F7,1.4021651899159804e-12,-11.85320081886374,Healthy
19.287109375,F7,1.2621102034020237e-12,-11.898902722239423,Healthy
19.53125,F7,1.1563305631425262e-12,-11.936917995304258,Healthy
19.775390625,F7,1.224573014302847e-12,-11.912015315264892,Healthy
20.01953125,F7,1.200804788161785e-12,-11.920527589029197,Healthy
20.263671875,F7,1.126263901575807e-12,-11.948359835444265,Healthy
20.5078125,F7,8.97773257589525e-13,-12.046833335283528,Healthy
20.751953125,F7,1.0459466538997429e-12,-11.98049046509377,Healthy
20.99609375,F7,9.244818847584643e-13,-12.034101594430732,Healthy
21.240234375,F7,1.0033109551512629e-12,-11.99856444566672,Healthy
21.484375,F7,9.257748329383156e-13,-12.033494629628578,Healthy
21.728515625,F7,9.289329742160358e-13,-12.032015620751515,Healthy
21.97265625,F7,8.095777527227103e-13,-12.091741434795924,Healthy
22.216796875,F7,8.638167941570072e-13,-12.063578356738144,Healthy
22.4609375,F7,9.442730762337025e-13,-12.024902393041604,Healthy
22.705078125,F7,8.864719832795414e-13,-12.052334985612267,Healthy
22.94921875,F7,8.029104270481677e-13,-12.095332902054489,Healthy
23.193359375,F7,7.70796604046252e-13,-12.11306020741464,Healthy
23.4375,F7,7.265806866083107e-13,-12.138716150391437,Healthy
23.681640625,F7,7.142625916006761e-13,-12.146142094782125,Healthy
23.92578125,F7,6.83522454720292e-13,-12.165247213647833,Healthy
24.169921875,F7,7.308345929936798e-13,-12.13618090413463,Healthy
24.4140625,F7,7.828665243412505e-13,-12.106312277129051,Healthy
24.658203125,F7,7.235785883370658e-13,-12.140514292979503,Healthy
24.90234375,F7,6.840162023248356e-13,-12.164933611003669,Healthy
25.146484375,F7,7.509481732284619e-13,-12.124390034843469,Healthy
25.390625,F7,6.50603820797843e-13,-12.186683390567618,Healthy
25.634765625,F7,6.113434869631237e-13,-12.213714710252448,Healthy
25.87890625,F7,6.532049732870709e-13,-12.18495051734794,Healthy
26.123046875,F7,7.551598628787219e-13,-12.1219611010637,Healthy
26.3671875,F7,7.407686533942008e-13,-12.13031740368298,Healthy
26.611328125,F7,6.904679883908384e-13,-12.16085645146259,Healthy
26.85546875,F7,6.637213888433622e-13,-12.178014186716895,Healthy
27.099609375,F7,6.368606828586243e-13,-12.195955561829694,Healthy
27.34375,F7,5.346781654420379e-13,-12.271907550744723,Healthy
27.587890625,F7,5.962729363025225e-13,-12.224554902009633,Healthy
27.83203125,F7,5.748200848902413e-13,-12.240468065512395,Healthy
28.076171875,F7,5.543831501881982e-13,-12.25618997805623,Healthy
28.3203125,F7,5.831397486842168e-13,-12.23422735465876,Healthy
28.564453125,F7,4.948289260191754e-13,-12.305544920919784,Healthy
28.80859375,F7,5.360304363253957e-13,-12.270810549947369,Healthy
29.052734375,F7,5.912149737094301e-13,-12.22825457509187,Healthy
29.296875,F7,5.515148649701754e-13,-12.258442777534729,Healthy
29.541015625,F7,5.577850392504337e-13,-12.253533138435182,Healthy
29.78515625,F7,5.084770214413098e-13,-12.293728668477184,Healthy
30.029296875,F7,4.942251528313029e-13,-12.306075155619771,Healthy
30.2734375,F7,5.001039256825359e-13,-12.300939736343013,Healthy
30.517578125,F7,4.365178723047245e-13,-12.359997970321706,Healthy
30.76171875,F7,5.444138280594944e-13,-12.26407085229004,Healthy
31.005859375,F7,5.519608051367265e-13,-12.258091760526591,Healthy
31.25,F7,5.835725776902391e-13,-12.233905123971216,Healthy
31.494140625,F7,5.313657863200971e-13,-12.274606412460072,Healthy
31.73828125,F7,5.074409124810129e-13,-12.2946145206609,Healthy
31.982421875,F7,5.01380372395038e-13,-12.299832671429606,Healthy
32.2265625,F7,5.09695171423878e-13,-12.292689480662611,Healthy
32.470703125,F7,5.518194453063795e-13,-12.258202999687818,Healthy
32.71484375,F7,6.001890148497164e-13,-12.22171195765127,Healthy
32.958984375,F7,4.806974756556878e-13,-12.31812815852807,Healthy
33.203125,F7,4.154627732496349e-13,-12.381467884266309,Healthy
33.447265625,F7,4.672124142105182e-13,-12.330485626187828,Healthy
33.69140625,F7,5.128915967657976e-13,-12.289974416372228,Healthy
33.935546875,F7,4.678381705305279e-13,-12.329904347352649,Healthy
34.1796875,F7,5.323867418917707e-13,-12.273772768364417,Healthy
34.423828125,F7,4.6318412612187e-13,-12.334246332820795,Healthy
34.66796875,F7,4.518243743343646e-13,-12.345030344125306,Healthy
34.912109375,F7,4.664132829109188e-13,-12.331229089868314,Healthy
35.15625,F7,4.2296665234443963e-13,-12.373693872042695,Healthy
35.400390625,F7,4.757661914342835e-13,-12.322606422734252,Healthy
35.64453125,F7,4.3178416139986724e-13,-12.364733292392703,Healthy
35.888671875,F7,4.460852942940112e-13,-12.35058209353093,Healthy
36.1328125,F7,5.318679830287863e-13,-12.274196152210784,Healthy
36.376953125,F7,6.0531322110053e-13,-12.218019840232008,Healthy
36.62109375,F7,5.001865608819299e-13,-12.300867981164547,Healthy
36.865234375,F7,4.888030536829643e-13,-12.31086608960364,Healthy
37.109375,F7,4.767217157512419e-13,-12.32173506452748,Healthy
37.353515625,F7,4.117022686055708e-13,-12.385416739900336,Healthy
37.59765625,F7,3.952096902557057e-13,-12.403172415367337,Healthy
37.841796875,F7,4.2737851345994173e-13,-12.36918731586486,Healthy
38.0859375,F7,4.1318049656901784e-13,-12.383860186746707,Healthy
38.330078125,F7,4.944896891717878e-13,-12.305842759643104,Healthy
38.57421875,F7,5.102732782522954e-13,-12.292197173998623,Healthy
38.818359375,F7,4.513065237046153e-13,-12.345528388641524,Healthy
39.0625,F7,4.389148472347436e-13,-12.357619727965554,Healthy
39.306640625,F7,4.195325886769147e-13,-12.3772342981658,Healthy
39.55078125,F7,4.1545927205372994e-13,-12.381471544176572,Healthy
39.794921875,F7,4.114278178499717e-13,-12.38570634771589,Healthy
0.0,F8,6.329856619111853e-09,-8.198606127302357,Healthy
0.244140625,F8,5.620391364859512e-08,-7.250233442138931,Healthy
0.48828125,F8,9.979968234452065e-09,-8.000870841039697,Healthy
0.732421875,F8,1.611885176244212e-09,-8.792665898696967,Healthy
0.9765625,F8,6.784264593170295e-10,-9.168497222497663,Healthy
1.220703125,F8,4.744863538490709e-10,-9.323776273296264,Healthy
1.46484375,F8,3.8157536180803215e-10,-9.418419675310352,Healthy
1.708984375,F8,2.7133581279116367e-10,-9.566492881243482,Healthy
1.953125,F8,1.716895969018139e-10,-9.765256019020873,Healthy
2.197265625,F8,1.5280428769375163e-10,-9.815864459270731,Healthy
2.44140625,F8,1.4469055340460368e-10,-9.839559822289232,Healthy
2.685546875,F8,1.4365492929651795e-10,-9.842679467273506,Healthy
2.9296875,F8,1.3079680369301295e-10,-9.883402868820989,Healthy
3.173828125,F8,9.883768785358527e-11,-10.005077422761808,Healthy
3.41796875,F8,6.956343237356706e-11,-10.157618997340348,Healthy
3.662109375,F8,7.058165173574e-11,-10.151308182596567,Healthy
3.90625,F8,5.400128350656153e-11,-10.2675959177105,Healthy
4.150390625,F8,4.9154919005692136e-11,-10.308433015163814,Healthy
4.39453125,F8,3.921053795033538e-11,-10.406597199340712,Healthy
4.638671875,F8,3.1851854023306844e-11,-10.496865283308008,Healthy
4.8828125,F8,3.0067013569084617e-11,-10.521909706414858,Healthy
5.126953125,F8,2.9633735028670044e-11,-10.528213606700437,Healthy
5.37109375,F8,2.790619844100904e-11,-10.554299321825305,Healthy
5.615234375,F8,2.1036510077082048e-11,-10.677026307293056,Healthy
5.859375,F8,1.558313122215805e-11,-10.807345272217267,Healthy
6.103515625,F8,1.6557303885788562e-11,-10.781010380283748,Healthy
6.34765625,F8,1.6765796031763655e-11,-10.775575821656863,Healthy
6.591796875,F8,1.3210913780188168e-11,-10.87906714181255,Healthy
6.8359375,F8,1.1143955631789348e-11,-10.952960625667671,Healthy
7.080078125,F8,1.0701668431796548e-11,-10.970548508834746,Healthy
7.32421875,F8,1.0948211974791695e-11,-10.960656802548804,Healthy
7.568359375,F8,1.0141541321833947e-11,-10.993896035466426,Healthy
7.8125,F8,8.537128604024772e-12,-11.068688176280371,Healthy
8.056640625,F8,7.736931223668023e-12,-11.111431263723274,Healthy
8.30078125,F8,8.662145548198284e-12,-11.062374523186609,Healthy
8.544921875,F8,8.181044932692062e-12,-11.087191222059811,Healthy
8.7890625,F8,1.1591514437414604e-11,-10.935859819528616,Healthy
9.033203125,F8,1.2235304051222456e-11,-10.91238523382119,Healthy
9.27734375,F8,1.2218368961400368e-11,-10.912986764497772,Healthy
9.521484375,F8,1.3280982694089326e-11,-10.876769789212672,Healthy
9.765625,F8,1.0905310920120676e-11,-10.96236194778654,Healthy
10.009765625,F8,8.521864753691753e-12,-11.069465362554183,Healthy
10.25390625,F8,5.325547202942357e-12,-11.273635761596504,Healthy
10.498046875,F8,4.498367597816959e-12,-11.34694505775314,Healthy
10.7421875,F8,4.155912331870153e-12,-11.381333622372466,Healthy
10.986328125,F8,3.7063054226144846e-12,-11.43105879497647,Healthy
11.23046875,F8,3.289434757951212e-12,-11.482878722898889,Healthy
11.474609375,F8,2.775285325937128e-12,-11.556692360609784,Healthy
11.71875,F8,2.614180648568004e-12,-11.582664404526918,Healthy
11.962890625,F8,2.442258187785905e-12,-11.612208425729582,Healthy
12.20703125,F8,2.3139220465596168e-12,-11.635651276032178,Healthy
12.451171875,F8,2.3579206228844146e-12,-11.627470819098235,Healthy
12.6953125,F8,2.0885956526884405e-12,-11.680145630294238,Healthy
12.939453125,F8,1.871254732957561e-12,-11.727867088188102,Healthy
13.18359375,F8,2.149618004253792e-12,-11.667638709100322,Healthy
13.427734375,F8,2.0191033816019026e-12,-11.69484144385488,Healthy
13.671875,F8,1.965286648951232e-12,-11.706574096190078,Healthy
13.916015625,F8,1.7197562095547561e-12,-11.764533113760614,Healthy
14.16015625,F8,1.808478461204224e-12,-11.742686659274966,Healthy
14.404296875,F8,1.7811576980918756e-12,-11.749297627769105,Healthy
14.6484375,F8,1.5652830904934842e-12,-11.805407106346989,Healthy
14.892578125,F8,1.5634991733525558e-12,-11.805902344039543,Healthy
15.13671875,F8,1.779175426203095e-12,-11.749781228489503,Healthy
15.380859375,F8,1.4134110671471913e-12,-11.849731512439622,Healthy
15.625,F8,1.6307724537075452e-12,-11.787606633069675,Healthy
15.869140625,F8,1.5785625191826653e-12,-11.801738213139288,Healthy
16.11328125,F8,1.5122644032032525e-12,-11.820372270466237,Healthy
16.357421875,F8,1.509036871220731e-12,-11.8213001487121,Healthy
16.6015625,F8,1.5402097924152133e-12,-11.81242011975911,Healthy
16.845703125,F8,1.541706050305732e-12,-11.811998423236837,Healthy
17.08984375,F8,1.5884499212942005e-12,-11.799026472526114,Healthy
17.333984375,F8,1.6540400132396545e-12,-11.781453988544662,Healthy
17.578125,F8,1.6294930636810888e-12,-11.787947483871092,Healthy
17.822265625,F8,1.5773632598535032e-12,-11.802068279034724,Healthy
18.06640625,F8,1.6047295777272942e-12,-11.794598142571106,Healthy
18.310546875,F8,1.6677106620618032e-12,-11.777879294687358,Healthy
18.5546875,F8,1.4421209422004212e-12,-11.840998316365724,Healthy
18.798828125,F8,1.4366451056499248e-12,-11.842650502355353,Healthy
19.04296875,F8,1.5449869301287853e-12,-11.811075190153034,Healthy
19.287109375,F8,1.394411349378737e-12,-11.855609091078428,Healthy
19.53125,F8,1.2611593544371419e-12,-11.899230034457682,Healthy
19.775390625,F8,1.2872943700581604e-12,-11.890322130116903,Healthy
20.01953125,F8,1.348218395192796e-12,-11.870239751610352,Healthy
20.263671875,F8,1.1641692344797326e-12,-11.933983882007189,Healthy
20.5078125,F8,9.760955870355566e-13,-12.010507650684351,Healthy
20.751953125,F8,1.0905089147066622e-12,-11.96237077979451,Healthy
20.99609375,F8,1.0087027821464757e-12,-11.996236781323836,Healthy
21.240234375,F8,1.0976092008972552e-12,-11.959552261074132,Healthy
21.484375,F8,9.8842293667477e-13,-12.00505718520874,Healthy
21.728515625,F8,1.0195749187112193e-12,-11.991580856607335,Healthy
21.97265625,F8,8.843401263638705e-13,-12.053380668705278,Healthy
22.216796875,F8,8.958204253098536e-13,-12.047779039571358,Healthy
22.4609375,F8,9.90165347463671e-13,-12.00429227661961,Healthy
22.705078125,F8,8.53854829459662e-13,-12.068615960837736,Healthy
22.94921875,F8,8.198552058630712e-13,-12.086262841332434,Healthy
23.193359375,F8,8.399706375635507e-13,-12.075735895089316,Healthy
23.4375,F8,7.672629500557725e-13,-12.115055772703505,Healthy
23.681640625,F8,7.597009827817156e-13,-12.119357311773417,Healthy
23.92578125,F8,7.85855433477023e-13,-12.104657339733846,Healthy
24.169921875,F8,7.635172460215927e-13,-12.117181148827044,Healthy
24.4140625,F8,7.360792792064431e-13,-12.133075407581446,Healthy
24.658203125,F8,7.146092974436517e-13,-12.145931337696682,Healthy
24.90234375,F8,9.016800045023672e-13,-12.044947561056444,Healthy
25.146484375,F8,1.0386873453269681e-12,-11.983515159500907,Healthy
25.390625,F8,8.266582470448373e-13,-12.08267399721674,Healthy
25.634765625,F8,7.502446628668482e-13,-12.124797085400903,Healthy
25.87890625,F8,6.86875494979605e-13,-12.163121977268892,Healthy
26.123046875,F8,7.484557542291663e-13,-12.12583386834977,Healthy
26.3671875,F8,8.662491786672866e-13,-12.06235716415553,Healthy
26.611328125,F8,6.802843513921433e-13,-12.167309519017689,Healthy
26.85546875,F8,6.50689400234292e-13,-12.186626267889244,Healthy
27.099609375,F8,6.658615562452266e-13,-12.17661605853068,Healthy
27.34375,F8,6.248968492238934e-13,-12.204191665071953,Healthy
27.587890625,F8,7.359520850461661e-13,-12.1331504599525,Healthy
27.83203125,F8,7.209521222731731e-13,-12.142093575395654,Healthy
28.076171875,F8,6.066331761384417e-13,-12.21707384226165,Healthy
28.3203125,F8,5.73476093984528e-13,-12.24148468145408,Healthy
28.564453125,F8,5.544150843596783e-13,-12.256164962081222,Healthy
28.80859375,F8,6.179007344073834e-13,-12.20908128860338,Healthy
29.052734375,F8,6.606657567100724e-13,-12.180018202738012,Healthy
29.296875,F8,6.634086587974911e-13,-12.178218864376031,Healthy
29.541015625,F8,6.734191700638605e-13,-12.171714524813906,Healthy
29.78515625,F8,5.565075593567675e-13,-12.254528932021756,Healthy
30.029296875,F8,6.37329055907624e-13,-12.195636281531591,Healthy
30.2734375,F8,5.019461647645149e-13,-12.299342859746345,Healthy
30.517578125,F8,5.016274633284655e-13,-12.29961869457466,Healthy
30.76171875,F8,5.715751792564701e-13,-12.242926638778895,Healthy
31.005859375,F8,6.182225487550053e-13,-12.2088551587336,Healthy
31.25,F8,6.210399620901167e-13,-12.206880453355096,Healthy
31.494140625,F8,6.327727330380084e-13,-12.198752243395129,Healthy
31.73828125,F8,4.762297649687538e-13,-12.322183464122851,Healthy
31.982421875,F8,5.194428700611699e-13,-12.284462210535182,Healthy
32.2265625,F8,5.71657646690085e-13,-12.24286398286034,Healthy
32.470703125,F8,5.244484161193777e-13,-12.280297221858248,Healthy
32.71484375,F8,6.538238830660195e-13,-12.184539219432708,Healthy
32.958984375,F8,6.275461857525221e-13,-12.20235430573644,Healthy
33.203125,F8,5.330323880891939e-13,-12.273246401590558,Healthy
33.447265625,F8,5.94256647039323e-13,-12.226025951785136,Healthy
33.69140625,F8,6.070955414409917e-13,-12.21674295660932,Healthy
33.935546875,F8,6.664021708940782e-13,-12.176263596826685,Healthy
34.1796875,F8,6.21063698114142e-13,-12.20686385502343,Healthy
34.423828125,F8,5.34795727726708e-13,-12.271812070804456,Healthy
34.66796875,F8,4.967733631211961e-13,-12.303841698982076,Healthy
34.912109375,F8,5.162949526212389e-13,-12.287102120661588,Healthy
35.15625,F8,4.727951274775726e-13,-12.325327007846994,Healthy
35.400390625,F8,5.740971406663196e-13,-12.241014616163092,Healthy
35.64453125,F8,5.08491634585421e-13,-12.293716187447776,Healthy
35.888671875,F8,4.720957177738237e-13,-12.325969938894382,Healthy
36.1328125,F8,5.017128992243017e-13,-12.299544732956862,Healthy
36.376953125,F8,6.697810448092679e-13,-12.174067147407117,Healthy
36.62109375,F8,5.763486937865036e-13,-12.239314686770513,Healthy
36.865234375,F8,5.124694951296522e-13,-12.290331980986654,Healthy
37.109375,F8,5.549936278171935e-13,-12.255712003219156,Healthy
37.353515625,F8,5.075595027991353e-13,-12.29451303672015,Healthy
37.59765625,F8,4.61139560818291e-13,-12.336167618383309,Healthy
37.841796875,F8,5.177776593483403e-13,-12.28585669208394,Healthy
38.0859375,F8,5.697645171536746e-13,-12.244304600523344,Healthy
38.330078125,F8,6.43640087455891e-13,-12.191356914823606,Healthy
38.57421875,F8,5.146607993884539e-13,-12.28847890977126,Healthy
38.818359375,F8,4.260712485199033e-13,-12.370517771198385,Healthy
39.0625,F8,5.427111902883349e-13,-12.265431223509207,Healthy
39.306640625,F8,5.028540594260316e-13,-12.298558039561284,Healthy
39.55078125,F8,4.972773086740723e-13,-12.303401357663963,Healthy
39.794921875,F8,4.767136048319872e-13,-12.321742453654776,Healthy
0.0,T3,1.726623518468151e-09,-8.762802347826936,Healthy
0.244140625,T3,1.3878324829831612e-08,-7.857662951825382,Healthy
0.48828125,T3,3.842670816147504e-09,-8.415366817943658,Healthy
