frequency,channel,power,log_power
13.916015625,F3,1.4168478484598805e-12,-11.848676784983423
14.16015625,F3,1.4344027603384474e-12,-11.843328887696709
14.404296875,F3,1.3594082321067717e-12,-11.866650104468398
14.6484375,F3,1.2349083540753633e-12,-11.908365271389096
14.892578125,F3,1.2305510377792317e-12,-11.909900368985786
15.13671875,F3,1.2914745448029344e-12,-11.88891414942916
15.380859375,F3,1.270773631177977e-12,-11.895931805453886
15.625,F3,1.2945480777700838e-12,-11.887881815818124
15.869140625,F3,1.2983412938426138e-12,-11.886611129916737
16.11328125,F3,1.1644872894515728e-12,-11.933865247490976
16.357421875,F3,1.0840956107298396e-12,-11.964932413940366
16.6015625,F3,1.1279419743789389e-12,-11.947713241536384
16.845703125,F3,1.1335920268596498e-12,-11.945543217368073
17.08984375,F3,1.111642100429819e-12,-11.95403501385749
17.333984375,F3,1.0061366133149945e-12,-11.997343046734635
17.578125,F3,1.1093642713608761e-12,-11.954925825297533
17.822265625,F3,1.0388035395044553e-12,-11.98346657927316
18.06640625,F3,1.1199116545142279e-12,-11.950816235785426
18.310546875,F3,1.0676529385954928e-12,-11.971569900255549
18.5546875,F3,1.008541095505773e-12,-11.996306400685958
18.798828125,F3,1.0331583602023345e-12,-11.98583310569149
19.04296875,F3,1.0293513143212942e-12,-11.987436376615895
19.287109375,F3,1.0167662338552944e-12,-11.992778884851585
19.53125,F3,9.138726721291105e-13,-12.039114309346914
19.775390625,F3,8.959798545123427e-13,-12.047701755039306
20.01953125,F3,8.398278604971567e-13,-12.075809722149284
20.263671875,F3,8.683604479623173e-13,-12.06129996599019
20.5078125,F3,7.975146933227342e-13,-12.098261306803446
20.751953125,F3,8.13571583246448e-13,-12.089604229031709
20.99609375,F3,8.35591743568688e-13,-12.07800585990795
21.240234375,F3,8.860690320440877e-13,-12.052532441693154
21.484375,F3,8.160135573914318e-13,-12.088302625742001
21.728515625,F3,7.371820169685343e-13,-12.132425267629024
21.97265625,F3,6.865539614969738e-13,-12.163325322579633
22.216796875,F3,6.925889550622599e-13,-12.15952443856444
22.4609375,F3,7.360106246221412e-13,-12.133115916394207
22.705078125,F3,6.534917393233579e-13,-12.184759897890563
22.94921875,F3,6.102895011683324e-13,-12.21446410116233
23.193359375,F3,6.01873683757945e-13,-12.220494645292199
23.4375,F3,6.335636766846213e-13,-12.19820972956823
23.681640625,F3,6.0291929529147e-13,-12.219740817138927
23.92578125,F3,5.711651997811521e-13,-12.243238261321917
24.169921875,F3,5.487956770692013e-13,-12.260589318278685
24.4140625,F3,6.293328873058353e-13,-12.201119572555308
